"","X.7","X.6","X.5","X.4","X.3","X.2","X.1","site","closure_id","n_observations","X","day_of_year","time_observations_started","duration_minutes","effort_distance_km","number_observers","summer_nbr_TCB_mean_2400","spring_nbr_TCG_mean_75","fall_nbr_B2_stdDev_300","slope_mean_300","summer_b5_B4_stdDev_1200","species_observed_syn","observation_date","formatted_date","latitude","longitude","locality_id","observer_id","checklist_id","as_date","occupied_prob","occupied","site_area","site_max_dist"
"247",247,247,247,247,247,247,247,"L5712081_2017",2017,1,31147,-0.6672074,1.236041,0.6227786,-0.2630949,-0.4006648,-2.206062,0.4646563,2.075564,-0.3737268,2.421377,0,"6/2/2017","2017-06-02",44.31636,-124.1062,"L5712081","obs407406","S37434768","2017-06-02",0.38288561013338,1,0,0
"248",248,248,248,248,248,248,248,"31",2017,1,2506,-1.54694211985248,0.155703330452573,-0.134236065642332,-0.263094913901091,0.632390529287552,-1.08526623493075,1.93908315614999,-0.0142060933391139,2.86517204438788,0.840630405808216,1,"5/18/2017","2017-05-18",44.2585952,-123.9093618,"L5718484","obs407406,obs758784","G2430059","2017-05-18",0.653764099642054,1,0,0.0135414396089246
"249",249,249,249,249,249,249,249,"L5729546_2017",2017,1,32433,0.2711762,1.427314,-0.04339431,-0.2630949,-0.4006648,-1.398744,-0.3794613,0.8855198,-0.03492482,2.169123,1,"6/18/2017","2017-06-18",44.41899,-124.0765,"L5729546","obs655188","S37674425","2017-06-18",0.35537379547327,1,0,0
"250",250,250,250,250,250,250,250,"L5729569_2017",2017,1,29658,-1.136399,0.1379929,-0.285639,3.496343,0.6323905,-1.751749,-2.283974,2.843979,-0.5315913,2.196374,1,"5/25/2017","2017-05-25",44.41918,-124.0823,"L5729569","obs655188","S37170693","2017-05-25",0.647996839602815,1,0,0
"251",251,251,251,251,251,251,251,"33",2017,1,34254,1.092262,-1.016729,-0.4370419,-0.2630949,-0.4006648,-2.397539,-0.2242095,2.415381,1.668407,2.348953,0,"7/2/2017","2017-07-02",44.20568,-124.1149,"L5745024","obs20174","S37926034","2017-07-02",0.759904989481861,0,0,0.00223254143969514
"252",252,252,252,252,252,252,252,"21",2017,1,32315,0.2125272,-0.8998399,-0.3159196,-0.2630949,-0.4006648,-0.05019171,1.149606,-0.837343,0.0419286,-0.1285698,0,"6/17/2017","2017-06-17",44.40998,-123.3459,"L5765008","obs559925","S37651499","2017-06-17",0.202602808671742,0,163.741973876953,0.0634622582899061
"253",253,253,253,253,253,253,253,"39",2017,1,32321,0.2125272,0.1875822,-0.5278837,-0.2630949,-0.4006648,1.636975,1.465616,-0.4098985,-0.821401,-0.7922633,1,"6/17/2017","2017-06-17",44.38971,-123.3013,"L5765034","obs559925","S37651680","2017-06-17",0.476764481054685,1,679.741760253906,0.169635612152139
"254",254,254,254,254,254,254,254,"L5784125_2017",2017,1,33355,-0.3739626,-1.537416,3.045225,-0.2630949,-0.4006648,-0.4825978,0.3218173,0.2441707,2.1032,0.1690982,0,"6/7/2017","2017-06-07",43.65376,-123.5194,"L5784125","obs406797","S37794227","2017-06-07",0.694282467260634,1,0,0
"255",255,255,255,255,255,255,255,"L5806184_2017",2017,1,30433,-0.7845054,1.189994,-0.2553584,-0.2630949,-0.4006648,0.5483493,1.055703,-0.02696915,0.1471027,-0.2248962,0,"5/31/2017","2017-05-31",44.02578,-123.2415,"L5806184","obs555265","S37297593","2017-05-31",0.510309116555497,0,0,0
"256",256,256,256,256,256,256,256,"L5841262_2017",2017,1,28432,-1.722889,-0.244553,-0.4370419,-0.2630949,-0.4006648,2.589979,1.63124,0.07117223,-0.8710004,-0.6039826,0,"5/15/2017","2017-05-15",44.37257,-123.0156,"L5841262","obs375570","S36881592","2017-05-15",0.784406183959648,1,0,0
"257",257,257,257,257,257,257,257,"L5847779_2017",2017,1,4568,-1.66424,0.7472326,0.01716686,-0.2630949,0.6323905,-2.360574,-0.7647048,1.529832,1.192538,2.108617,0,"5/16/2017","2017-05-16",44.13474,-124.1228,"L5847779","obs408266,obs288742","G3644419","2017-05-16",0.492158208682002,0,0,0
"258",258,258,258,258,258,258,258,"L5848539_2017",2017,1,28580,-1.66424,1.094358,0.01716686,-0.2630949,0.6323905,0.378446,-0.5079707,-0.4450209,-0.8337076,-0.01990739,1,"5/16/2017","2017-05-16",42.43371,-123.3377,"L5848539","obs406801","S36927071","2017-05-16",0.240584757954287,0,0,0
"259",259,259,259,259,259,259,259,"L5848778_2017",2017,1,28581,-1.605591,-1.523248,-0.4976031,-0.2630949,-0.4006648,2.178019,-1.458783,1.436375,-0.8994106,0.5135245,0,"5/17/2017","2017-05-17",44.11886,-123.21,"L5848778","obs29674","S36928632","2017-05-17",0.922644075288619,1,0,0
"260",260,260,260,260,260,260,260,"L5851308_2017",2017,1,28638,-1.605591,-0.9246345,-0.1342361,-0.2630949,-0.4006648,-1.255664,0.4338676,1.038191,-0.1331897,0.1295982,0,"5/17/2017","2017-05-17",42.75329,-124.4941,"L5851308","obs182549","S36946090","2017-05-17",0.304221635219116,1,0,0
"261",261,261,261,261,261,261,261,"L5852236_2017",2017,1,28668,-1.605591,0.8287007,-0.4370419,4.24356,-0.4006648,-0.561351,1.442823,-0.9558116,0.9252222,0.2750493,1,"5/17/2017","2017-05-17",44.24283,-123.4028,"L5852236","obs98760","S36951436","2017-05-17",0.220621356286497,0,0,0
"262",262,262,262,262,262,262,262,"L5853778_2017",2017,1,28734,-1.546942,-0.1701691,-0.5581643,-0.2630949,-0.4006648,0.6717677,0.3777032,0.02075197,0.1698647,-1.112255,1,"5/18/2017","2017-05-18",43.10726,-123.4601,"L5853778","obs333023","S36961691","2017-05-18",0.514895603846077,1,0,0
"263",263,263,263,263,263,263,263,"L5853851_2017",2017,1,28737,-1.546942,-0.08870098,-0.5581643,-0.2630949,-0.4006648,0.1212389,0.4091787,-0.5682071,-0.7345301,-0.9783385,0,"5/18/2017","2017-05-18",43.01794,-123.6877,"L5853851","obs333023","S36962185","2017-05-18",0.158552998162322,0,0,0
"264",264,264,264,264,264,264,264,"42",2017,1,28747,-1.546942,-1.041524,-0.4370419,-0.2630949,-0.4006648,1.699724,0.6790272,-0.8949135,-0.9471765,-0.768729,0,"5/18/2017","2017-05-18",44.42445,-123.3001,"L5854231","obs29084","S36964561","2017-05-18",0.364638635811847,1,0,0.307711410861988
"265",265,265,265,265,265,265,265,"L5854234_2017",2017,1,28748,-1.546942,-0.9883922,-0.4370419,-0.2630949,-0.4006648,1.735016,1.13463,-0.488334,-0.9500935,-0.640866,0,"5/18/2017","2017-05-18",44.42374,-123.2946,"L5854234","obs29084","S36964611","2017-05-18",0.468869838878369,1,0,0
"266",266,266,266,266,266,266,266,"43",2017,1,28749,-1.546942,-0.9317187,-0.4370419,-0.2630949,-0.4006648,1.592865,0.8047521,-0.03654168,-0.9607486,-0.6665849,0,"5/18/2017","2017-05-18",44.41806,-123.2939,"L5854243","obs29084","S36964673","2017-05-18",0.539978939320235,0,207.936279296875,0.47283946691178
"267",267,267,267,267,267,267,267,"43",2017,1,28751,-1.546942,-0.8998399,-0.4370419,-0.2630949,-0.4006648,1.577565,0.7603514,-0.9580927,-0.9637504,-0.7250957,0,"5/18/2017","2017-05-18",44.41855,-123.2968,"L5854251","obs29084","S36964778","2017-05-18",0.32303770088709,0,207.936279296875,0.47283946691178
"268",268,268,268,268,268,268,268,"49",2017,1,28752,-1.546942,-0.8715032,-0.285639,-0.2630949,-0.4006648,1.501255,1.387158,-0.8838107,-0.945494,-0.8032777,0,"5/18/2017","2017-05-18",44.41642,-123.2996,"L5854259","obs29084","S36964872","2017-05-18",0.317616328698755,1,28072.9150238037,0.776030313116689
"269",269,269,269,269,269,269,269,"46",2017,1,28753,-1.546942,-0.8112876,-0.4370419,-0.2630949,-0.4006648,1.512327,1.182461,-0.2768596,-0.9463259,-0.7833258,0,"5/18/2017","2017-05-18",44.41731,-123.3017,"L5854277","obs29084","S36964915","2017-05-18",0.457554262090542,0,0,0.452947378047744
"270",270,270,270,270,270,270,270,"46",2017,1,28754,-1.546942,-0.7829509,-0.4370419,-0.2630949,-0.4006648,1.462665,1.143969,0.4955812,-0.9332467,-0.5421997,0,"5/18/2017","2017-05-18",44.41771,-123.3045,"L5854283","obs29084","S36964974","2017-05-18",0.639396038119533,0,0,0.452947378047744
"271",271,271,271,271,271,271,271,"41",2017,1,28755,-1.546942,-0.7510721,-0.4067613,-0.2630949,-0.4006648,1.562685,0.9104459,0.4328928,-0.9490151,-0.620741,0,"5/18/2017","2017-05-18",44.42304,-123.3063,"L5854293","obs29084","S36965006","2017-05-18",0.643378822234755,0,0,0.130805523967211
"272",272,272,272,272,272,272,272,"41",2017,1,28756,-1.546942,-0.7121091,-0.4370419,-0.2630949,-0.4006648,1.540913,1.508426,0.5963355,-0.9455142,-0.5678979,0,"5/18/2017","2017-05-18",44.42273,-123.307,"L5854302","obs29084","S36965076","2017-05-18",0.672595090798866,1,0,0.130805523967211
"273",273,273,273,273,273,273,273,"16",2017,1,28757,-1.546942,-0.6448093,-0.4370419,-0.2630949,-0.4006648,0.6317369,2.259297,0.08521956,-0.2477412,-0.1075757,0,"5/18/2017","2017-05-18",44.42101,-123.3254,"L5854312","obs29084","S36965114","2017-05-18",0.482702006879165,0,0,0.106069434233951
"274",274,274,274,274,274,274,274,"L5854324_2017",2017,1,28758,-1.546942,-0.6023042,-0.4067613,-0.2630949,-0.4006648,0.4809629,2.286983,-0.6558717,0.0003844066,-0.1959319,0,"5/18/2017","2017-05-18",44.42311,-123.3287,"L5854324","obs29084","S36965145","2017-05-18",0.319545514452118,0,0,0
"275",275,275,275,275,275,275,275,"19",2017,1,28760,-1.546942,-0.556257,-0.285639,-0.2630949,-0.4006648,0.3153382,1.898364,-0.7165689,0.1838997,-0.2119116,0,"5/18/2017","2017-05-18",44.42267,-123.3321,"L5854331","obs29084","S36965234","2017-05-18",0.302909445124283,1,0,0.0387829459686334
"276",276,276,276,276,276,276,276,"18",2017,1,28761,-1.546942,-0.5066678,-0.3764807,-0.2630949,-0.4006648,0.1525731,1.808447,-0.2625765,0.1258959,-0.1610834,0,"5/18/2017","2017-05-18",44.42185,-123.3362,"L5854342","obs29084","S36965328","2017-05-18",0.35613813864184,0,0,0.0876862409200844
"277",277,277,277,277,277,277,277,"17",2017,1,28762,-1.546942,-0.4570785,-0.4370419,-0.2630949,-0.4006648,0.2862682,2.193922,-0.07910121,0.3810013,-0.0888652,0,"5/18/2017","2017-05-18",44.42009,-123.3322,"L5854359","obs29084","S36965417","2017-05-18",0.475585839161775,1,0,0.0164750043949221
"278",278,278,278,278,278,278,278,"L5854367_2017",2017,1,28764,-1.546942,-0.4110313,-0.4067613,-0.2630949,-0.4006648,0.5215176,1.861099,-0.01288311,0.05425413,-0.09840056,0,"5/18/2017","2017-05-18",44.4212,-123.3277,"L5854367","obs29084","S36965461","2017-05-18",0.490960763270643,1,0,0
"279",279,279,279,279,279,279,279,"40",2017,1,28766,-1.546942,-0.3366474,-0.4370419,-0.2630949,-0.4006648,0.3035605,1.88695,0.3294928,-0.1999473,-0.147115,0,"5/18/2017","2017-05-18",44.41321,-123.3325,"L5854378","obs29084","S36965514","2017-05-18",0.469675364052322,1,0,0.155847550085277
"280",280,280,280,280,280,280,280,"34",2017,2,28787,-1.66424,-1.016729,-0.4370419,-0.2630949,0.6323905,-2.339081,-0.3060559,3.043186,0.7853989,2.148278,0,"5/16/2017","2017-05-16",44.18631,-124.1154,"L5855030","obs407406","S36969539","2017-05-16",0.753964457128443,0,0,0.00390241425337986
"281",281,281,281,281,281,281,281,"34",2017,2,2738,-0.491260512941947,-0.885671535777996,-0.194797235793425,-0.263094913901091,0.632390529287552,-2.33908133097388,-0.3060558989004,3.04318628858821,0.785398918717722,2.14827843327925,0,"6/5/2017","2017-06-05",44.1863072,-124.1154242,"L5855030","obs407406,obs20174","G2472802","2017-06-05",0.753964466924381,1,0,0.00390241425337986
"282",282,282,282,282,282,282,282,"37",2017,1,28788,-1.66424,-0.8856715,-0.2250778,-0.2630949,0.6323905,-2.258616,0.7411985,0.4856762,1.941617,2.716455,0,"5/16/2017","2017-05-16",44.12042,-124.1247,"L5855061","obs407406","S36969740","2017-05-16",0.427894612491058,0,56.0590667724609,0.0399470221379291
"283",283,283,283,283,283,283,283,"L5855333_2017",2017,1,33186,-0.2566646,-1.215086,-0.1947972,-0.2630949,-0.4006648,-2.055555,-0.3399106,3.358223,-0.5266682,2.324906,0,"6/9/2017","2017-06-09",44.48304,-124.0828,"L5855333","obs407406","S37764965","2017-06-09",0.684591213964696,1,0,0
"284",284,284,284,284,284,284,284,"9",2017,2,2504,-1.54694211985248,-0.832540165019417,-0.437041916397798,-0.263094913901091,1.66544583222376,-2.19237226871274,-0.790250144079081,3.01956943618855,-0.749935611903857,2.61155544376585,1,"5/18/2017","2017-05-18",44.3550084,-124.0951668,"L5855411","obs407406,obs20174,obs758784","G2428810","2017-05-18",0.557201964501478,0,0,0.00528259447019395
"285",285,285,285,285,285,285,285,"9",2017,2,33189,-0.2566646,-0.8112876,-0.1947972,-0.2630949,-0.4006648,-2.192372,-0.7902501,3.019569,-0.7499356,2.611555,0,"6/9/2017","2017-06-09",44.35501,-124.0952,"L5855411","obs407406","S37765109","2017-06-09",0.55720190665935,1,0,0.00528259447019395
"286",286,286,286,286,286,286,286,"32",2017,1,2505,-1.54694211985248,-0.109953523340321,-0.437041916397798,-0.263094913901091,0.632390529287552,-1.15198584162907,0.528449084145448,-1.0843776674027,1.67804705192214,0.397897268321588,0,"5/18/2017","2017-05-18",44.25476,-123.9215042,"L5855846","obs407406,obs758784","G2429169","2017-05-18",0.204220932091457,0,0,0.0776900445366926
"287",287,287,287,287,287,287,287,"L5857361_2017",2017,1,28830,-1.488293,-0.5385466,-0.3462002,-0.2630949,0.6323905,-2.043301,0.9071222,-0.4606105,2.920493,2.232698,0,"5/19/2017","2017-05-19",44.28759,-124.1056,"L5857361","obs333023","S36983001","2017-05-19",0.409551428631167,1,0,0
"288",288,288,288,288,288,288,288,"28",2017,1,28844,-1.488293,-0.1949637,0.9255844,-0.2630949,0.6323905,-2.144434,-0.2108367,1.8954,-0.6994135,2.567964,1,"5/19/2017","2017-05-19",44.31031,-124.1073,"L5858086","obs333023","S36986682","2017-05-19",0.315220491278377,0,367.93049621582,0.11705712698159
"289",289,289,289,289,289,289,289,"L5858317_2017",2017,1,28863,-1.488293,0.1202824,-0.2553584,-0.2630949,-0.4006648,-1.428192,0.2197342,-0.4177634,0.03169999,1.888808,1,"5/19/2017","2017-05-19",42.06728,-124.3058,"L5858317","obs374045","S36987863","2017-05-19",0.13193291233129,0,0,0
"290",290,290,290,290,290,290,290,"L5858765_2017",2017,1,28874,-1.488293,-0.127664,-0.4370419,-0.2630949,0.6323905,-0.5793944,-1.030392,0.8986848,-0.5131578,1.233747,1,"5/19/2017","2017-05-19",43.99109,-124.1193,"L5858765","obs375570","S36990232","2017-05-19",0.424066679572875,0,0,0
"291",291,291,291,291,291,291,291,"15",2017,1,28876,-1.488293,-0.6943986,-0.4370419,-0.2630949,-0.4006648,0.5814661,1.38581,0.5532402,-0.2260514,-0.1098969,0,"5/19/2017","2017-05-19",44.41986,-123.3258,"L5858874","obs29084","S36990992","2017-05-19",0.590188527201371,1,2460.15528869629,0.229925707366696
"292",292,292,292,292,292,292,292,"L5859777_2017",2017,1,28897,-1.488293,0.9349634,3.469154,-0.2630949,-0.4006648,0.3088229,0.2254724,0.0411645,-0.4885756,-1.001338,0,"5/19/2017","2017-05-19",43.25394,-123.4848,"L5859777","obs205401","S36996653","2017-05-19",0.32540124347343,0,0,0
"293",293,293,293,293,293,293,293,"L5861861_2017",2017,1,2612,-1.42964416352909,-0.712109057895796,-0.437041916397798,3.49634289875578,0.632390529287552,-0.0405150592369984,0.212798216179626,1.89644857998674,0.168580906571355,0.262659380191871,1,"5/20/2017","2017-05-20",43.289776,-123.332677,"L5861861","obs422895,obs555818","G2447602","2017-05-20",0.806341557748527,0,0,0
"294",294,294,294,294,294,294,294,"L5863685_2017",2017,1,28974,-1.546942,0.7755693,1.22839,-0.2630949,-0.4006648,-0.9014894,-0.6582819,0.8076168,-0.2644848,1.395234,0,"5/18/2017","2017-05-18",43.11828,-124.4138,"L5863685","obs583770","S37016996","2017-05-18",0.376890268999401,0,0,0
"295",295,295,295,295,295,295,295,"59",2017,2,2583,-1.37099518536739,-0.464162660951587,-0.194797235793425,-0.263094913901091,0.632390529287552,0.639975053459049,-0.545341245364027,-0.515144092176898,-0.855523951387587,-0.219977245799775,0,"5/21/2017","2017-05-21",44.115786,-123.153223,"L5866916","obs269672,obs305797","G2436254","2017-05-21",0.265718141509521,0,0,0.00377233235991888
"296",296,296,296,296,296,296,296,"59",2017,2,29018,-1.370995,-1.05215,-0.4370419,-0.2630949,-0.4006648,0.6399751,-0.5453412,-0.5151441,-0.855524,-0.2199772,0,"5/21/2017","2017-05-21",44.11579,-123.1532,"L5866916","obs269672","S37035268","2017-05-21",0.265718143610747,0,0,0.00377233235991888
"297",297,297,297,297,297,297,297,"28",2017,1,29025,-1.429644,-0.3047685,-0.285639,-0.2630949,-0.4006648,-2.159278,-0.4451369,1.954743,-0.7208343,2.562221,0,"5/20/2017","2017-05-20",44.31032,-124.1075,"L5867150","obs540961","S37036643","2017-05-20",0.322057422610559,0,367.93049621582,0.11705712698159
"298",298,298,298,298,298,298,298,"L5870365_2017",2017,1,29082,-1.429644,1.147489,-0.1342361,1.604949,0.6323905,-2.173027,-2.344818,1.538089,-0.8379785,2.134925,1,"5/20/2017","2017-05-20",44.47311,-124.0849,"L5870365","obs732858","S37056734","2017-05-20",0.218937629079978,1,0,0
"299",299,299,299,299,299,299,299,"L5871269_2017",2017,1,29110,-1.429644,0.2796765,0.3199727,-0.2630949,0.6323905,-0.434126,2.262121,-1.012148,1.059048,0.2809793,0,"5/20/2017","2017-05-20",43.26652,-124.3427,"L5871269","obs583770","S37062372","2017-05-20",0.246861655287446,0,0,0
"300",300,300,300,300,300,300,300,"L5877598_2017",2017,1,29275,-1.253697,-0.7121091,3.045225,-0.2630949,6.830722,0.2983007,1.133368,-0.04928888,1.05975,-0.2925759,1,"5/23/2017","2017-05-23",42.43941,-123.08,"L5877598","obs115729","S37099612","2017-05-23",0.604834646602028,1,0,0
"301",301,301,301,301,301,301,301,"L5877779_2017",2017,1,29299,-1.253697,0.8924583,-0.4370419,-0.2630949,-0.4006648,-0.7293627,-0.2567017,0.4531473,-0.66792,1.285356,0,"5/23/2017","2017-05-23",43.97476,-124.0949,"L5877779","obs336242","S37100445","2017-05-23",0.269223576420614,0,0,0
"302",302,302,302,302,302,302,302,"L5878081_2017",2017,1,29309,-1.312346,1.862991,-0.0736749,4.407014,-0.4006648,-0.513014,0.1980034,0.1982593,0.2176034,0.1582022,1,"5/22/2017","2017-05-22",44.09307,-123.4555,"L5878081","obs31646","S37102534","2017-05-22",0.348003248070509,0,0,0
"303",303,303,303,303,303,303,303,"L5882461_2017",2017,1,29429,-1.195048,0.4638653,-0.3159196,-0.2630949,-0.4006648,-1.213027,-0.1834002,4.299676,-0.8668887,1.172941,0,"5/24/2017","2017-05-24",43.87949,-124.1507,"L5882461","obs98760","S37130214","2017-05-24",0.880646522683886,1,0,0
"304",304,304,304,304,304,304,304,"L5882468_2017",2017,1,29430,-1.195048,0.531165,-0.4370419,0.4841225,-0.4006648,-1.131103,0.2683998,-0.8937784,0.1990452,0.471802,0,"5/24/2017","2017-05-24",43.86071,-124.1419,"L5882468","obs98760","S37130275","2017-05-24",0.0983157126192815,0,0,0
"305",305,305,305,305,305,305,305,"L5882477_2017",2017,1,29434,-1.195048,0.9455897,-0.1645167,0.8577313,-0.4006648,-0.7140541,1.383248,-0.9682875,1.458491,0.3476659,0,"5/24/2017","2017-05-24",43.9984,-123.6586,"L5882477","obs98760","S37130305","2017-05-24",0.265573451254288,0,0,0
"306",306,306,306,306,306,306,306,"L5882518_2017",2017,1,29435,-1.195048,1.122694,-0.2250778,0.8577313,-0.4006648,-1.006537,2.132356,-0.7838056,1.45251,0.3581786,1,"5/24/2017","2017-05-24",43.90513,-123.5682,"L5882518","obs98760","S37130449","2017-05-24",0.240142761733772,0,0,0
"307",307,307,307,307,307,307,307,"L5882520_2017",2017,1,29437,-1.195048,1.33522,-0.2553584,2.375517,-0.4006648,-0.774773,1.404388,-0.5841871,1.466842,0.08836001,1,"5/24/2017","2017-05-24",43.91517,-123.6457,"L5882520","obs98760","S37130457","2017-05-24",0.31840910771368,1,0,0
"308",308,308,308,308,308,308,308,"L5882522_2017",2017,1,29438,-1.195048,1.406062,-0.4067613,-0.2630949,-0.4006648,-0.6461338,1.609777,-0.9318103,0.530224,0.09984776,0,"5/24/2017","2017-05-24",43.93212,-123.6415,"L5882522","obs98760","S37130466","2017-05-24",0.16092105849159,0,0,0
"309",309,309,309,309,309,309,309,"L5882523_2017",2017,1,29439,-1.195048,1.459193,-0.4067613,0.4841225,-0.4006648,-0.5988113,1.607474,-0.8907561,0.6747673,0.03996942,0,"5/24/2017","2017-05-24",43.93716,-123.6346,"L5882523","obs98760","S37130473","2017-05-24",0.186470902741158,0,0,0
"310",310,310,310,310,310,310,310,"L5883705_2017",2017,1,29480,-1.136399,-0.3862367,0.04744744,-0.2630949,-0.4006648,0.3241178,0.5698343,-0.2555484,-0.4126655,-0.5990221,0,"5/25/2017","2017-05-25",44.46047,-123.3871,"L5883705","obs251801","S37137067","2017-05-25",0.296045413293342,1,0,0
"311",311,311,311,311,311,311,311,"L5883952_2017",2017,1,29488,-1.136399,-0.2480951,-0.3159196,-0.2630949,-0.4006648,2.653621,1.495545,-0.5590344,-0.9418949,-0.4201556,0,"5/25/2017","2017-05-25",44.47786,-123.2997,"L5883952","obs251801","S37138222","2017-05-25",0.678609717389554,1,0,0
"312",312,312,312,312,312,312,312,"L5884906_2017",2017,1,29519,-1.136399,0.8570374,-0.4673225,-0.2630949,-0.4006648,0.7069398,-1.82231,4.938646,-0.784629,0.06327326,1,"5/25/2017","2017-05-25",44.10323,-123.1612,"L5884906","obs98760","S37143912","2017-05-25",0.987343724203895,1,0,0
"313",313,313,313,313,313,313,313,"37",2017,2,2718,-1.07775029455891,-0.67314605274368,-0.285638991020065,-0.263094913901091,0.632390529287552,-2.2690398728642,0.829849632668506,0.487116691163867,1.92334838485538,2.70348707328539,1,"5/26/2017","2017-05-26",44.1204764,-124.1248779,"L5887429","obs20174,obs407406","G2461485","2017-05-26",0.421212290367796,0,56.0590667724609,0.0399470221379291
"314",314,314,314,314,314,314,314,"37",2017,2,31136,-0.4326115,-0.669604,-0.1947972,-0.2630949,-0.4006648,-2.26904,0.8298496,0.4871167,1.923348,2.703487,0,"6/6/2017","2017-06-06",44.12048,-124.1249,"L5887429","obs407406","S37432889","2017-06-06",0.421212190179389,0,56.0590667724609,0.0399470221379291
"315",315,315,315,315,315,315,315,"L5892304_2017",2017,1,29679,-1.019101,-0.4641627,0.9255844,-0.2630949,0.6323905,-0.3341586,1.004289,-0.2647232,0.6442024,-0.399192,1,"5/27/2017","2017-05-27",43.61756,-123.3494,"L5892304","obs221461","S37181842","2017-05-27",0.327855350899919,0,0,0
"316",316,316,316,316,316,316,316,"L5893095_2017",2017,1,29763,-1.019101,-0.3826946,-0.285639,-0.2630949,-0.4006648,2.622443,1.166175,0.02922376,-0.9527835,0.2453164,0,"5/27/2017","2017-05-27",44.44022,-123.2921,"L5893095","obs29674","S37185700","2017-05-27",0.804159993350248,0,0,0
"317",317,317,317,317,317,317,317,"L5893146_2017",2017,1,29823,-1.019101,-0.6093884,-0.4370419,-0.2630949,-0.4006648,-0.08463422,1.929358,-0.5294215,-0.0673231,-0.05221128,0,"5/27/2017","2017-05-27",44.41945,-123.3404,"L5893146","obs29674","S37185777","2017-05-27",0.231748555826583,0,0,0
"318",318,318,318,318,318,318,318,"20",2017,1,29825,-1.019101,-0.5633412,-0.3764807,-0.2630949,-0.4006648,0.2861015,0.2867468,-0.1588151,-0.3968563,-0.4351962,0,"5/27/2017","2017-05-27",44.40997,-123.335,"L5893147","obs29674","S37185779","2017-05-27",0.318996611363948,0,123.915466308594,0.130609530171044
"319",319,319,319,319,319,319,319,"68",2017,1,29840,-1.019101,-0.3472736,-0.4370419,-0.2630949,-0.4006648,-0.2475365,0.0273321,-0.2153035,0.1693061,-0.6087525,0,"5/27/2017","2017-05-27",44.02566,-123.1142,"L5893419","obs98760","S37186761","2017-05-27",0.279165924326729,1,0,0.225745799804816
"320",320,320,320,320,320,320,320,"68",2017,1,29842,-1.019101,-0.3118527,-0.4370419,-0.2630949,-0.4006648,-0.2398073,0.7202024,-0.2474584,0.2592147,-0.6113604,0,"5/27/2017","2017-05-27",44.02488,-123.1133,"L5893438","obs98760","S37186827","2017-05-27",0.283719720653327,0,0,0.225745799804816
"321",321,321,321,321,321,321,321,"L5893508_2017",2017,1,2727,-1.01910131639721,-0.960055454840006,-0.285638991020065,-0.263094913901091,0.632390529287552,-1.2315749929843,1.26552371983003,-0.78611162292017,1.41865553059284,0.0150567180862943,0,"5/27/2017","2017-05-27",44.4256642,-123.9349544,"L5893508","obs850171,obs223282","G2465981","2017-05-27",0.190781308003324,0,0,0
"322",322,322,322,322,322,322,322,"L5894493_2017",2017,1,29891,-1.019101,-1.112365,-0.4370419,-0.2630949,-0.4006648,1.256441,0.8307876,-0.133903,-0.8070453,-0.7403561,0,"5/27/2017","2017-05-27",44.45133,-123.3478,"L5894493","obs29084","S37191733","2017-05-27",0.458982599567287,1,0,0
"323",323,323,323,323,323,323,323,"L5894517_2017",2017,1,29892,-1.019101,-1.087571,-0.4067613,-0.2630949,-0.4006648,0.920092,1.435681,0.997959,-0.5214036,-0.4455156,0,"5/27/2017","2017-05-27",44.44806,-123.3566,"L5894517","obs29084","S37191945","2017-05-27",0.696404362432499,0,0,0
"324",324,324,324,324,324,324,324,"L5897197_2017",2017,1,29936,-1.019101,-1.059234,-0.4370419,-0.2630949,-0.4006648,0.5263376,1.319973,0.3366977,-0.4925736,-0.2350573,0,"5/27/2017","2017-05-27",44.44407,-123.3625,"L5897197","obs29084","S37204820","2017-05-27",0.471891611959557,1,0,0
"325",325,325,325,325,325,325,325,"L5897204_2017",2017,1,29937,-1.019101,-1.034439,-0.4370419,-0.2630949,-0.4006648,0.1755557,0.9696755,-0.02621287,-0.2029361,-0.230912,0,"5/27/2017","2017-05-27",44.44155,-123.3685,"L5897204","obs29084","S37204883","2017-05-27",0.359715378910241,1,0,0
"326",326,326,326,326,326,326,326,"L5897216_2017",2017,1,29938,-1.019101,-1.009645,-0.4370419,-0.2630949,-0.4006648,-0.04046824,1.50078,-0.354932,-0.07619874,-0.2707658,0,"5/27/2017","2017-05-27",44.43969,-123.3733,"L5897216","obs29084","S37204935","2017-05-27",0.263158514969614,0,0,0
"327",327,327,327,327,327,327,327,"L5897224_2017",2017,1,29939,-1.019101,-0.9848501,-0.4370419,-0.2630949,-0.4006648,-0.2961888,1.323565,-0.9977658,0.1286547,0.1034586,0,"5/27/2017","2017-05-27",44.43729,-123.3816,"L5897224","obs29084","S37205001","2017-05-27",0.160294522888839,0,0,0
"328",328,328,328,328,328,328,328,"L5897241_2017",2017,1,29941,-1.019101,-0.9600555,-0.4370419,-0.2630949,-0.4006648,-0.5087331,1.853314,-0.7324728,1.125741,0.4711942,0,"5/27/2017","2017-05-27",44.43252,-123.3887,"L5897241","obs29084","S37205058","2017-05-27",0.304899795036794,0,0,0
